date,home_team,away_team,home_team_canon,away_team_canon,home_score,away_score,tournament,competition_category,tournament_tier,tournament_weight,is_competitive,is_fifa,city,country,neutral
2003-03-29,Sierra Leone,Morocco,Sierra Leone,Morocco,0,0,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Freetown,Sierra Leone,False
2003-03-29,South Africa,Madagascar,South Africa,Madagascar,2,0,Friendly,friendly,5,0.2,False,True,Johannesburg,South Africa,False
2003-03-29,Sudan,Benin,Sudan,Benin,3,0,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Khartoum,Sudan,False
2003-03-29,Tanzania,Zambia,Tanzania,Zambia,0,1,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Dar es Salaam,Tanzania,False
2003-03-29,United States,Venezuela,United States,Venezuela,2,0,Friendly,friendly,5,0.2,False,True,Seattle,United States,False
2003-03-29,Wales,Azerbaijan,Wales,Azerbaijan,4,0,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Cardiff,Wales,False
2003-03-29,Scotland,Iceland,Scotland,Iceland,2,1,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Glasgow,Scotland,False
2003-03-29,Liechtenstein,England,Liechtenstein,England,0,2,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Vaduz,Liechtenstein,False
2003-03-29,Ukraine,Spain,Ukraine,Spain,2,2,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Kyiv,Ukraine,False
2003-03-29,Kenya,Mauritania,Kenya,Mauritania,4,0,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Nairobi,Kenya,False
2003-03-29,Albania,Russia,Albania,Russia,3,1,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Shkodër,Albania,False
2003-03-29,Angola,Algeria,Angola,Algeria,1,1,Friendly,friendly,5,0.2,False,True,Luanda,Angola,False
2003-03-29,South Korea,Colombia,South Korea,Colombia,0,0,Friendly,friendly,5,0.2,False,True,Busan,South Korea,False
2003-03-29,Armenia,Northern Ireland,Armenia,Northern Ireland,1,0,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Yerevan,Armenia,False
2003-03-29,Bosnia and Herzegovina,Luxembourg,Bosnia and Herzegovina,Luxembourg,2,0,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Zenica,Bosnia and Herzegovina,False
2003-03-29,Cape Verde,Togo,Cape Verde,Togo,2,1,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Praia,Cape Verde,False
2003-03-29,Costa Rica,Paraguay,Costa Rica,Paraguay,2,1,Friendly,friendly,5,0.2,False,True,Alajuela,Costa Rica,False
2003-03-29,Belarus,Moldova,Belarus,Moldova,2,1,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Minsk,Belarus,False
2003-03-29,Cyprus,Israel,Cyprus,Israel,1,1,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Limassol,Cyprus,False
2003-03-29,Estonia,Canada,Estonia,Canada,2,1,Friendly,friendly,5,0.2,False,True,Tallinn,Estonia,False
2003-03-29,France,Malta,France,Malta,6,0,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Lens,France,False
2003-03-29,Gabon,Equatorial Guinea,Gabon,Equatorial Guinea,4,0,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Libreville,Gabon,False
2003-03-29,Georgia,Republic of Ireland,Georgia,Republic of Ireland,1,2,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Tbilisi,Georgia,False
2003-03-29,Germany,Lithuania,Germany,Lithuania,1,1,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Nuremberg,Germany,False
2003-03-29,Italy,Finland,Italy,Finland,2,0,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Palermo,Italy,False
2003-03-29,Croatia,Belgium,Croatia,Belgium,4,0,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Zagreb,Croatia,False
2003-03-30,Libya,Botswana,Libya,Botswana,0,0,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Tripoli,Libya,False
2003-03-30,Mozambique,Burkina Faso,Mozambique,Burkina Faso,1,0,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Maputo,Mozambique,False
2003-03-30,Saint Lucia,Martinique,Saint Lucia,Martinique,4,5,Gold Cup qualification,continental_qualifier,4,0.55,True,True,Kingston,Jamaica,True
2003-03-30,Zimbabwe,Seychelles,Zimbabwe,Seychelles,3,1,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Harare,Zimbabwe,False
2003-03-30,Trinidad and Tobago,Cuba,Trinidad and Tobago,Cuba,1,3,Gold Cup qualification,continental_qualifier,4,0.55,True,True,San Fernando,Trinidad and Tobago,False
2003-03-30,Tunisia,Cameroon,Tunisia,Cameroon,1,0,Friendly,friendly,5,0.2,False,True,Tunis,Tunisia,False
2003-03-30,Jamaica,Haiti,Jamaica,Haiti,3,0,Gold Cup qualification,continental_qualifier,4,0.55,True,True,Kingston,Jamaica,False
2003-03-30,Eswatini,DR Congo,Eswatini,DR Congo,1,1,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Lobamba,Swaziland,False
2003-03-30,India,North Korea,India,North Korea,1,1,AFC Asian Cup qualification,continental_qualifier,4,0.55,True,True,Margao,India,False
2003-03-30,Ghana,Madagascar,Ghana,Madagascar,3,3,Friendly,friendly,5,0.2,False,True,Tunis,Tunisia,True
2003-03-30,Guinea,Niger,Guinea,Niger,2,0,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Conakry,Guinea,False
2003-03-30,Guadeloupe,Antigua and Barbuda,Guadeloupe,Antigua and Barbuda,2,0,Gold Cup qualification,continental_qualifier,4,0.55,True,True,San Fernando,Trinidad and Tobago,True
2003-03-30,Gambia,Senegal,Gambia,Senegal,0,0,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Bakau,Gambia,False
2003-03-30,Ethiopia,Liberia,Ethiopia,Liberia,1,0,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Addis Ababa,Ethiopia,False
2003-03-30,Eritrea,Mali,Eritrea,Mali,0,2,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Asmara,Eritrea,False
2003-03-30,Chile,Peru,Chile,Peru,2,0,Friendly,friendly,5,0.2,False,True,Santiago,Chile,False
2003-03-30,Chad,Namibia,Chad,Namibia,2,0,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,N'Djamena,Chad,False
2003-03-30,Burundi,Ivory Coast,Burundi,Ivory Coast,0,1,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Bujumbura,Burundi,False
2003-03-30,Hong Kong,Bangladesh,Hong Kong,Bangladesh,2,2,AFC Asian Cup qualification,continental_qualifier,4,0.55,True,True,Kowloon,Hong Kong,False
2003-04-02,North Macedonia,Portugal,North Macedonia,Portugal,0,1,Friendly,friendly,5,0.2,False,True,Lausanne,Switzerland,True
2003-04-02,Moldova,Netherlands,Moldova,Netherlands,1,2,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Tiraspol,Moldova,False
2003-04-02,Northern Ireland,Greece,Northern Ireland,Greece,0,2,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Belfast,Northern Ireland,False
2003-04-02,Peru,Chile,Peru,Chile,3,0,Friendly,friendly,5,0.2,False,True,Lima,Peru,False
2003-04-02,Ukraine,Latvia,Ukraine,Latvia,1,0,Friendly,friendly,5,0.2,False,True,Kyiv,Ukraine,False
2003-04-02,Venezuela,Jamaica,Venezuela,Jamaica,2,0,Friendly,friendly,5,0.2,False,True,Caracas,Venezuela,False
2003-04-02,Slovenia,Cyprus,Slovenia,Cyprus,4,1,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Ljubljana,Slovenia,False
2003-04-02,Spain,Armenia,Spain,Armenia,3,0,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,León,Spain,False
2003-04-02,Luxembourg,Norway,Luxembourg,Norway,0,2,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Luxembourg,Luxembourg,False
2003-04-02,Poland,San Marino,Poland,San Marino,5,0,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Ostrowiec Świętokrzyski,Poland,False
2003-04-02,Lithuania,Scotland,Lithuania,Scotland,1,0,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Kaunas,Lithuania,False
2003-04-02,Slovakia,Liechtenstein,Slovakia,Liechtenstein,4,0,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Trnava,Slovakia,False
2003-04-02,Hungary,Sweden,Hungary,Sweden,1,2,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Budapest,Hungary,False
2003-04-02,Israel,France,Israel,France,1,2,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Palermo,Italy,True
2003-04-02,Belarus,Uzbekistan,Belarus,Uzbekistan,2,2,Friendly,friendly,5,0.2,False,True,Minsk,Belarus,False
2003-04-02,Croatia,Andorra,Croatia,Andorra,2,0,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Varaždin,Croatia,False
2003-04-02,Czech Republic,Austria,Czech Republic,Austria,4,0,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Prague,Czech Republic,False
2003-04-02,Albania,Republic of Ireland,Albania,Republic of Ireland,0,0,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Tirana,Albania,False
2003-04-02,England,Turkey,England,Turkey,2,0,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Sunderland,England,False
2003-04-02,Estonia,Bulgaria,Estonia,Bulgaria,0,0,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Tallinn,Estonia,False
2003-04-02,Georgia,Switzerland,Georgia,Switzerland,0,0,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Tbilisi,Georgia,False
2003-04-02,Honduras,Paraguay,Honduras,Paraguay,1,1,Friendly,friendly,5,0.2,False,True,Tegucigalpa,Honduras,False
2003-04-02,Denmark,Bosnia and Herzegovina,Denmark,Bosnia and Herzegovina,0,2,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Copenhagen,Denmark,False
2003-04-16,South Korea,Japan,South Korea,Japan,0,1,Friendly,friendly,5,0.2,False,True,Seoul,South Korea,False
2003-04-20,Zimbabwe,Angola,Zimbabwe,Angola,1,0,COSAFA Cup,minor_tournament,5,0.2,False,True,Harare,Zimbabwe,False
2003-04-23,Bhutan,Guam,Bhutan,Guam,6,0,AFC Asian Cup qualification,continental_qualifier,4,0.55,True,True,Thimphu,Bhutan,False
2003-04-23,Martinique,Trinidad and Tobago,Martinique,Trinidad and Tobago,3,2,Gold Cup qualification,continental_qualifier,4,0.55,True,True,Fort-de-France,Martinique,False
2003-04-24,Algeria,Madagascar,Algeria,Madagascar,3,1,Friendly,friendly,5,0.2,False,True,Amiens,France,True
2003-04-25,Guam,Mongolia,Guam,Mongolia,0,5,AFC Asian Cup qualification,continental_qualifier,4,0.55,True,True,Thimphu,Bhutan,True
2003-04-25,Trinidad and Tobago,Honduras,Trinidad and Tobago,Honduras,0,2,Gold Cup qualification,continental_qualifier,4,0.55,True,True,Rivière-Pilote,Martinique,True
2003-04-27,Martinique,Honduras,Martinique,Honduras,2,4,Gold Cup qualification,continental_qualifier,4,0.55,True,True,Fort-de-France,Martinique,False
2003-04-27,Madagascar,Mali,Madagascar,Mali,0,2,Friendly,friendly,5,0.2,False,True,Paris,France,True
2003-04-27,Faroe Islands,Kazakhstan,Faroe Islands,Kazakhstan,3,2,Friendly,friendly,5,0.2,False,True,Toftir,Faroe Islands,False
2003-04-27,Bhutan,Mongolia,Bhutan,Mongolia,0,0,AFC Asian Cup qualification,continental_qualifier,4,0.55,True,True,Thimphu,Bhutan,False
2003-04-29,Faroe Islands,Kazakhstan,Faroe Islands,Kazakhstan,2,1,Friendly,friendly,5,0.2,False,True,Tórshavn,Faroe Islands,False
2003-04-30,Malta,Slovenia,Malta,Slovenia,1,3,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Attard,Malta,False
2003-04-30,Mexico,Brazil,Mexico,Brazil,0,0,Friendly,friendly,5,0.2,False,True,Guadalajara,Mexico,False
2003-04-30,Morocco,Ivory Coast,Morocco,Ivory Coast,0,1,Friendly,friendly,5,0.2,False,True,Rabat,Morocco,False
2003-04-30,Netherlands,Portugal,Netherlands,Portugal,1,1,Friendly,friendly,5,0.2,False,True,Eindhoven,Netherlands,False
2003-04-30,Peru,Paraguay,Peru,Paraguay,0,1,Friendly,friendly,5,0.2,False,True,Lima,Peru,False
2003-04-30,Scotland,Austria,Scotland,Austria,0,2,Friendly,friendly,5,0.2,False,True,Glasgow,Scotland,False
2003-04-30,Venezuela,Trinidad and Tobago,Venezuela,Trinidad and Tobago,3,0,Friendly,friendly,5,0.2,False,True,San Cristóbal,Venezuela,False
2003-04-30,Slovakia,Greece,Slovakia,Greece,2,2,Friendly,friendly,5,0.2,False,True,Žilina,Slovakia,False
2003-04-30,South Africa,Jamaica,South Africa,Jamaica,0,0,Friendly,friendly,5,0.2,False,True,Cape Town,South Africa,False
2003-04-30,Spain,Ecuador,Spain,Ecuador,4,0,Friendly,friendly,5,0.2,False,True,Madrid,Spain,False
2003-04-30,Sweden,Croatia,Sweden,Croatia,1,2,Friendly,friendly,5,0.2,False,True,Solna,Sweden,False
2003-04-30,Switzerland,Italy,Switzerland,Italy,1,2,Friendly,friendly,5,0.2,False,True,Geneva,Switzerland,False
2003-04-30,Tunisia,Senegal,Tunisia,Senegal,1,0,Friendly,friendly,5,0.2,False,True,Tunis,Tunisia,False
2003-04-30,Uzbekistan,Belarus,Uzbekistan,Belarus,1,2,Friendly,friendly,5,0.2,False,True,Tashkent,Uzbekistan,False
2003-04-30,Lithuania,Romania,Lithuania,Romania,0,1,Friendly,friendly,5,0.2,False,True,Kaunas,Lithuania,False
2003-04-30,Liechtenstein,Saudi Arabia,Liechtenstein,Saudi Arabia,1,0,Friendly,friendly,5,0.2,False,True,Vaduz,Liechtenstein,False
2003-04-30,France,Egypt,France,Egypt,5,0,Friendly,friendly,5,0.2,False,True,Saint-Denis,France,False
2003-04-30,Latvia,San Marino,Latvia,San Marino,3,0,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Riga,Latvia,False
2003-04-30,Andorra,Estonia,Andorra,Estonia,0,2,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Sant Julià de Lòria,Andorra,False
2003-04-30,Belgium,Poland,Belgium,Poland,3,1,Friendly,friendly,5,0.2,False,True,Brussels,Belgium,False
2003-04-30,Bulgaria,Albania,Bulgaria,Albania,2,0,Friendly,friendly,5,0.2,False,True,Sofia,Bulgaria,False
2003-04-30,Libya,Argentina,Libya,Argentina,1,3,Friendly,friendly,5,0.2,False,True,Tripoli,Libya,False
2003-04-30,Czech Republic,Turkey,Czech Republic,Turkey,4,0,Friendly,friendly,5,0.2,False,True,Teplice,Czech Republic,False
2003-04-30,Denmark,Ukraine,Denmark,Ukraine,1,0,Friendly,friendly,5,0.2,False,True,Copenhagen,Denmark,False
2003-04-30,Chile,Costa Rica,Chile,Costa Rica,1,0,Friendly,friendly,5,0.2,False,True,Santiago,Chile,False
2003-04-30,Georgia,Russia,Georgia,Russia,1,0,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Tbilisi,Georgia,False
2003-04-30,Germany,Serbia,Germany,Serbia,1,0,Friendly,friendly,5,0.2,False,True,Bremen,Germany,False
2003-04-30,Honduras,Colombia,Honduras,Colombia,0,0,Friendly,friendly,5,0.2,False,True,Miami,United States,True
2003-04-30,Hungary,Luxembourg,Hungary,Luxembourg,5,1,Friendly,friendly,5,0.2,False,True,Budapest,Hungary,False
2003-04-30,Republic of Ireland,Norway,Republic of Ireland,Norway,1,0,Friendly,friendly,5,0.2,False,True,Dublin,Republic of Ireland,False
2003-04-30,Israel,Cyprus,Israel,Cyprus,2,0,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Palermo,Italy,True
2003-04-30,Finland,Iceland,Finland,Iceland,3,0,Friendly,friendly,5,0.2,False,True,Vantaa,Finland,False
2003-05-01,Fiji,Tuvalu,Fiji,Tuvalu,9,0,Friendly,friendly,5,0.2,False,True,Suva,Fiji,False
2003-05-04,Congo,Central African Republic,Congo,Central African Republic,2,1,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Brazzaville,Congo,False
2003-05-05,Guernsey,Jersey,Guernsey,Jersey,3,3,Muratti Vase,minor_tournament,5,0.2,False,True,Saint Sampson,Guernsey,False
2003-05-08,United States,Mexico,United States,Mexico,0,0,Friendly,friendly,5,0.2,False,True,Houston,United States,False
2003-05-16,Lesotho,Botswana,Lesotho,Botswana,1,2,Friendly,friendly,5,0.2,False,True,Maseru,Lesotho,False
2003-05-17,Malawi,Zambia,Malawi,Zambia,0,1,Friendly,friendly,5,0.2,False,True,Blantyre,Malawi,False
2003-05-18,Jersey,Guernsey,Jersey,Guernsey,1,0,Muratti Vase,minor_tournament,5,0.2,False,True,St Helier,Jersey,False
2003-05-21,Uganda,Sudan,Uganda,Sudan,0,0,Friendly,friendly,5,0.2,False,True,Kampala,Uganda,False
2003-05-21,Lesotho,Malawi,Lesotho,Malawi,0,0,Friendly,friendly,5,0.2,False,True,Maseru,Lesotho,False
2003-05-22,Norway,Finland,Norway,Finland,2,0,Friendly,friendly,5,0.2,False,True,Oslo,Norway,False
2003-05-22,South Africa,England,South Africa,England,1,2,Friendly,friendly,5,0.2,False,True,Durban,South Africa,False
2003-05-24,Botswana,Malawi,Botswana,Malawi,1,1,COSAFA Cup,minor_tournament,5,0.2,False,True,Gaborone,Botswana,False
2003-05-24,Sudan,Kenya,Sudan,Kenya,1,1,Friendly,friendly,5,0.2,False,True,Khartoum,Sudan,False
2003-05-25,Jamaica,Nigeria,Jamaica,Nigeria,3,2,Friendly,friendly,5,0.2,False,True,Kingston,Jamaica,False
2003-05-25,Lesotho,Eswatini,Lesotho,Eswatini,2,1,Friendly,friendly,5,0.2,False,True,Maseru,Lesotho,False
2003-05-25,Togo,Benin,Togo,Benin,3,1,Friendly,friendly,5,0.2,False,True,Lomé,Togo,False
2003-05-26,United States,Wales,United States,Wales,2,0,Friendly,friendly,5,0.2,False,True,San Jose,United States,False
2003-05-27,Scotland,New Zealand,Scotland,New Zealand,1,1,Friendly,friendly,5,0.2,False,True,Edinburgh,Scotland,False
2003-05-29,Algeria,Burkina Faso,Algeria,Burkina Faso,0,1,Friendly,friendly,5,0.2,False,True,Amiens,France,True
2003-05-30,Nigeria,Ghana,Nigeria,Ghana,3,1,Friendly,friendly,5,0.2,False,True,Abuja,Nigeria,False
2003-05-31,Uganda,Tanzania,Uganda,Tanzania,1,0,Friendly,friendly,5,0.2,False,True,Kampala,Uganda,False
2003-05-31,Senegal,Cape Verde,Senegal,Cape Verde,2,1,Friendly,friendly,5,0.2,False,True,Dakar,Senegal,False
2003-05-31,Kenya,Trinidad and Tobago,Kenya,Trinidad and Tobago,1,1,Friendly,friendly,5,0.2,False,True,Nairobi,Kenya,False
2003-05-31,Gambia,Mauritania,Gambia,Mauritania,4,1,Friendly,friendly,5,0.2,False,True,Banjul,Gambia,False
2003-05-31,Gabon,Angola,Gabon,Angola,1,1,Friendly,friendly,5,0.2,False,True,Libreville,Gabon,False
2003-05-31,Japan,South Korea,Japan,South Korea,0,1,Friendly,friendly,5,0.2,False,True,Tokyo,Japan,False
2003-06-01,Germany,Canada,Germany,Canada,4,1,Friendly,friendly,5,0.2,False,True,Wolfsburg,Germany,False
2003-06-03,Uganda,Libya,Uganda,Libya,3,2,Friendly,friendly,5,0.2,False,True,Kampala,Uganda,False
2003-06-03,Italy,Northern Ireland,Italy,Northern Ireland,2,0,Friendly,friendly,5,0.2,False,True,Campobasso,Italy,False
2003-06-03,Guadeloupe,French Guiana,Guadeloupe,French Guiana,1,0,Friendly,friendly,5,0.2,False,True,Saint-Brieuc,France,True
2003-06-03,England,Serbia,England,Serbia,2,1,Friendly,friendly,5,0.2,False,True,Leicester,England,False
2003-06-06,Mauritania,Kenya,Mauritania,Kenya,0,0,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Nouakchott,Mauritania,False
2003-06-06,Poland,Kazakhstan,Poland,Kazakhstan,3,0,Friendly,friendly,5,0.2,False,True,Poznań,Poland,False
2003-06-06,Portugal,Paraguay,Portugal,Paraguay,0,0,Friendly,friendly,5,0.2,False,True,Braga,Portugal,False
2003-06-07,Seychelles,Zimbabwe,Seychelles,Zimbabwe,2,1,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Victoria,Seychelles,False
2003-06-07,San Marino,Sweden,San Marino,Sweden,0,6,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Serravalle,San Marino,False
2003-06-07,Scotland,Germany,Scotland,Germany,1,1,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Glasgow,Scotland,False
2003-06-07,Senegal,Gambia,Senegal,Gambia,3,1,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Dakar,Senegal,False
2003-06-07,Romania,Bosnia and Herzegovina,Romania,Bosnia and Herzegovina,2,0,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Craiova,Romania,False
2003-06-07,Slovakia,Turkey,Slovakia,Turkey,0,1,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Bratislava,Slovakia,False
2003-06-07,Namibia,Chad,Namibia,Chad,2,1,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Windhoek,Namibia,False
2003-06-07,Switzerland,Russia,Switzerland,Russia,2,2,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Basel,Switzerland,False
2003-06-07,Uganda,Rwanda,Uganda,Rwanda,0,1,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Kampala,Uganda,False
2003-06-07,Ukraine,Armenia,Ukraine,Armenia,4,3,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Lviv,Ukraine,False
2003-06-07,Venezuela,Honduras,Venezuela,Honduras,2,1,Friendly,friendly,5,0.2,False,True,Miami,United States,True
2003-06-07,Zambia,Tanzania,Zambia,Tanzania,2,0,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Lusaka,Zambia,False
2003-06-07,Nigeria,Malawi,Nigeria,Malawi,4,1,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Abuja,Nigeria,False
2003-06-07,Spain,Greece,Spain,Greece,0,1,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Zaragoza,Spain,False
2003-06-07,Niger,Guinea,Niger,Guinea,1,0,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Niamey,Niger,False
2003-06-07,North Macedonia,Liechtenstein,North Macedonia,Liechtenstein,3,1,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Skopje,North Macedonia,False
2003-06-07,Moldova,Austria,Moldova,Austria,1,0,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Tiraspol,Moldova,False
2003-06-07,Botswana,Libya,Botswana,Libya,0,1,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Gaborone,Botswana,False
2003-06-07,Bulgaria,Belgium,Bulgaria,Belgium,2,2,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Sofia,Bulgaria,False
2003-06-07,Burkina Faso,Mozambique,Burkina Faso,Mozambique,4,0,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Ouagadougou,Burkina Faso,False
2003-06-07,Estonia,Andorra,Estonia,Andorra,2,0,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Tallinn,Estonia,False
2003-06-07,Finland,Serbia,Finland,Serbia,3,0,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Helsinki,Finland,False
2003-06-07,Hungary,Latvia,Hungary,Latvia,3,1,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Budapest,Hungary,False
2003-06-07,Denmark,Norway,Denmark,Norway,1,0,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Copenhagen,Denmark,False
2003-06-07,Republic of Ireland,Albania,Republic of Ireland,Albania,2,1,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Dublin,Republic of Ireland,False
2003-06-07,Israel,Slovenia,Israel,Slovenia,0,0,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Antalya,Turkey,True
2003-06-07,Belarus,Netherlands,Belarus,Netherlands,0,2,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Minsk,Belarus,False
2003-06-07,Mali,Eritrea,Mali,Eritrea,1,0,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Bamako,Mali,False
2003-06-07,Malta,Cyprus,Malta,Cyprus,1,2,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Attard,Malta,False
2003-06-07,Iceland,Faroe Islands,Iceland,Faroe Islands,2,1,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Reykjavík,Iceland,False
2003-06-08,Japan,Argentina,Japan,Argentina,1,4,Kirin Cup,minor_tournament,5,0.2,False,True,Osaka,Japan,False
2003-06-08,United States,New Zealand,United States,New Zealand,2,1,Friendly,friendly,5,0.2,False,True,Richmond,United States,False
2003-06-08,Togo,Cape Verde,Togo,Cape Verde,5,2,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Lomé,Togo,False
2003-06-08,Morocco,Sierra Leone,Morocco,Sierra Leone,1,0,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Casablanca,Morocco,False
2003-06-08,Liberia,Ethiopia,Liberia,Ethiopia,1,0,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Monrovia,Liberia,False
2003-06-08,South Korea,Uruguay,South Korea,Uruguay,0,2,Friendly,friendly,5,0.2,False,True,Seoul,South Korea,False
2003-06-08,Ivory Coast,Burundi,Ivory Coast,Burundi,6,1,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Abidjan,Ivory Coast,False
2003-06-08,Colombia,Ecuador,Colombia,Ecuador,0,0,Friendly,friendly,5,0.2,False,True,Madrid,Spain,True
2003-06-08,Egypt,Mauritius,Egypt,Mauritius,7,0,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Cairo,Egypt,False
2003-06-08,Costa Rica,Chile,Costa Rica,Chile,1,0,Friendly,friendly,5,0.2,False,True,San José,Costa Rica,False
2003-06-08,DR Congo,Eswatini,DR Congo,Eswatini,2,0,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Kinshasa,DR Congo,False
2003-06-08,Central African Republic,Congo,Central African Republic,Congo,0,0,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Bangui,Central African Republic,False
2003-06-08,Benin,Sudan,Benin,Sudan,3,0,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Cotonou,Benin,False
2003-06-08,Equatorial Guinea,Gabon,Equatorial Guinea,Gabon,2,1,African Cup of Nations qualification,continental_qualifier,4,0.55,True,True,Bata,Equatorial Guinea,False
2003-06-10,Botswana,Trinidad and Tobago,Botswana,Trinidad and Tobago,0,0,Friendly,friendly,5,0.2,False,True,Gaborone,Botswana,False
2003-06-10,Portugal,Bolivia,Portugal,Bolivia,4,0,Friendly,friendly,5,0.2,False,True,Oeiras,Portugal,False
2003-06-11,South Korea,Argentina,South Korea,Argentina,0,1,Friendly,friendly,5,0.2,False,True,Seoul,South Korea,False
2003-06-11,Luxembourg,Denmark,Luxembourg,Denmark,0,2,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Luxembourg,Luxembourg,False
2003-06-11,Lithuania,Iceland,Lithuania,Iceland,0,3,UEFA Euro qualification,continental_qualifier,4,0.55,True,True,Kaunas,Lithuania,False
2003-06-11,Nigeria,Brazil,Nigeria,Brazil,0,3,Friendly,friendly,5,0.2,False,True,Abuja,Nigeria,False
