date,home_team,away_team,home_team_canon,away_team_canon,home_score,away_score,tournament,competition_category,tournament_tier,tournament_weight,is_competitive,is_fifa,city,country,neutral
1900-02-24,Wales,Northern Ireland,Wales,Northern Ireland,2,0,British Home Championship,minor_tournament,5,0.2,False,True,Llandudno,Wales,False
1900-03-03,Northern Ireland,Scotland,Northern Ireland,Scotland,0,3,British Home Championship,minor_tournament,5,0.2,False,True,Belfast,Ireland,False
1900-03-17,Northern Ireland,England,Northern Ireland,England,0,2,British Home Championship,minor_tournament,5,0.2,False,True,Dublin,Ireland,False
1900-03-26,Wales,England,Wales,England,1,1,British Home Championship,minor_tournament,5,0.2,False,True,Cardiff,Wales,False
1900-04-07,Scotland,England,Scotland,England,4,1,British Home Championship,minor_tournament,5,0.2,False,True,Glasgow,Scotland,False
1901-02-23,Scotland,Northern Ireland,Scotland,Northern Ireland,11,0,British Home Championship,minor_tournament,5,0.2,False,True,Glasgow,Scotland,False
1901-03-02,Wales,Scotland,Wales,Scotland,1,1,British Home Championship,minor_tournament,5,0.2,False,True,Wrexham,Wales,False
1901-03-09,England,Northern Ireland,England,Northern Ireland,3,0,British Home Championship,minor_tournament,5,0.2,False,True,Southampton,England,False
1901-03-18,England,Wales,England,Wales,6,0,British Home Championship,minor_tournament,5,0.2,False,True,Newcastle,England,False
1901-03-23,Northern Ireland,Wales,Northern Ireland,Wales,0,1,British Home Championship,minor_tournament,5,0.2,False,True,Belfast,Ireland,False
1901-03-30,England,Scotland,England,Scotland,2,2,British Home Championship,minor_tournament,5,0.2,False,True,London,England,False
1902-02-22,Wales,Northern Ireland,Wales,Northern Ireland,0,3,British Home Championship,minor_tournament,5,0.2,False,True,Cardiff,Wales,False
1902-03-01,Northern Ireland,Scotland,Northern Ireland,Scotland,1,5,British Home Championship,minor_tournament,5,0.2,False,True,Belfast,Ireland,False
1902-03-03,Wales,England,Wales,England,0,0,British Home Championship,minor_tournament,5,0.2,False,True,Wrexham,Wales,False
1902-03-15,Scotland,Wales,Scotland,Wales,5,1,British Home Championship,minor_tournament,5,0.2,False,True,Greenock,Scotland,False
1902-03-22,Northern Ireland,England,Northern Ireland,England,0,1,British Home Championship,minor_tournament,5,0.2,False,True,Belfast,Ireland,False
1902-05-03,England,Scotland,England,Scotland,2,2,British Home Championship,minor_tournament,5,0.2,False,True,Birmingham,England,False
1902-07-20,Uruguay,Argentina,Uruguay,Argentina,0,6,Friendly,friendly,5,0.2,False,True,Montevideo,Uruguay,False
1902-10-12,Austria,Hungary,Austria,Hungary,5,0,Friendly,friendly,5,0.2,False,True,Vienna,Austria,False
1903-02-14,England,Northern Ireland,England,Northern Ireland,4,0,British Home Championship,minor_tournament,5,0.2,False,True,Wolverhampton,England,False
1903-03-02,England,Wales,England,Wales,2,1,British Home Championship,minor_tournament,5,0.2,False,True,Portsmouth,England,False
1903-03-09,Wales,Scotland,Wales,Scotland,0,1,British Home Championship,minor_tournament,5,0.2,False,True,Cardiff,Wales,False
1903-03-21,Scotland,Northern Ireland,Scotland,Northern Ireland,0,2,British Home Championship,minor_tournament,5,0.2,False,True,Glasgow,Scotland,False
1903-03-28,Northern Ireland,Wales,Northern Ireland,Wales,2,0,British Home Championship,minor_tournament,5,0.2,False,True,Belfast,Ireland,False
1903-04-04,England,Scotland,England,Scotland,1,2,British Home Championship,minor_tournament,5,0.2,False,True,Sheffield,England,False
1903-04-05,Hungary,Czechoslovakia,Hungary,Czechoslovakia,2,1,Friendly,friendly,5,0.2,False,True,Budapest,Hungary,False
1903-06-11,Hungary,Austria,Hungary,Austria,3,2,Friendly,friendly,5,0.2,False,True,Budapest,Hungary,False
1903-09-13,Argentina,Uruguay,Argentina,Uruguay,2,3,Friendly,friendly,5,0.2,False,True,Buenos Aires,Argentina,False
1903-10-11,Austria,Hungary,Austria,Hungary,4,2,Friendly,friendly,5,0.2,False,True,Vienna,Austria,False
1904-02-29,Wales,England,Wales,England,2,2,British Home Championship,minor_tournament,5,0.2,False,True,Wrexham,Wales,False
1904-03-12,Northern Ireland,England,Northern Ireland,England,1,3,British Home Championship,minor_tournament,5,0.2,False,True,Belfast,Ireland,False
1904-03-12,Scotland,Wales,Scotland,Wales,1,1,British Home Championship,minor_tournament,5,0.2,False,True,Dundee,Scotland,False
1904-03-21,Wales,Northern Ireland,Wales,Northern Ireland,0,1,British Home Championship,minor_tournament,5,0.2,False,True,Bangor,Wales,False
1904-03-26,Northern Ireland,Scotland,Northern Ireland,Scotland,1,1,British Home Championship,minor_tournament,5,0.2,False,True,Dublin,Ireland,False
1904-04-09,Scotland,England,Scotland,England,0,1,British Home Championship,minor_tournament,5,0.2,False,True,Glasgow,Scotland,False
1904-05-01,Belgium,France,Belgium,France,3,3,Évence Coppée Trophy,minor_tournament,5,0.2,False,True,Brussels,Belgium,False
1904-06-02,Hungary,Austria,Hungary,Austria,3,0,Friendly,friendly,5,0.2,False,True,Budapest,Hungary,False
1904-10-09,Austria,Hungary,Austria,Hungary,5,4,Friendly,friendly,5,0.2,False,True,Vienna,Austria,False
1905-02-12,France,Switzerland,France,Switzerland,1,0,Friendly,friendly,5,0.2,False,True,Paris,France,False
1905-02-25,England,Northern Ireland,England,Northern Ireland,1,1,British Home Championship,minor_tournament,5,0.2,False,True,Middlesbrough,England,False
1905-03-06,Wales,Scotland,Wales,Scotland,3,1,British Home Championship,minor_tournament,5,0.2,False,True,Wrexham,Wales,False
1905-03-18,Scotland,Northern Ireland,Scotland,Northern Ireland,4,0,British Home Championship,minor_tournament,5,0.2,False,True,Glasgow,Scotland,False
1905-03-27,England,Wales,England,Wales,3,1,British Home Championship,minor_tournament,5,0.2,False,True,Liverpool,England,False
1905-04-01,England,Scotland,England,Scotland,1,0,British Home Championship,minor_tournament,5,0.2,False,True,London,England,False
1905-04-08,Northern Ireland,Wales,Northern Ireland,Wales,2,2,British Home Championship,minor_tournament,5,0.2,False,True,Belfast,Ireland,False
1905-04-09,Hungary,Austria,Hungary,Austria,0,0,Friendly,friendly,5,0.2,False,True,Budapest,Hungary,False
1905-04-17,Guernsey,Alderney,Guernsey,Alderney,6,0,Muratti Vase,minor_tournament,5,0.2,False,True,Guernsey,Guernsey,False
1905-04-27,Jersey,Guernsey,Jersey,Guernsey,0,1,Muratti Vase,minor_tournament,5,0.2,False,True,Jersey,Jersey,False
1905-04-30,Belgium,Netherlands,Belgium,Netherlands,1,4,Friendly,friendly,5,0.2,False,True,Antwerp,Belgium,False
1905-05-07,Belgium,France,Belgium,France,7,0,Friendly,friendly,5,0.2,False,True,Brussels,Belgium,False
1905-05-14,Netherlands,Belgium,Netherlands,Belgium,4,0,Friendly,friendly,5,0.2,False,True,Rotterdam,Netherlands,False
1905-07-21,Guyana,Trinidad and Tobago,Guyana,Trinidad and Tobago,1,4,Friendly,friendly,5,0.2,False,True,Georgetown,British Guiana,False
1905-08-15,Argentina,Uruguay,Argentina,Uruguay,0,0,Copa Lipton,minor_tournament,5,0.2,False,True,Buenos Aires,Argentina,False
1906-02-17,Northern Ireland,England,Northern Ireland,England,0,5,British Home Championship,minor_tournament,5,0.2,False,True,Belfast,Ireland,False
1906-03-03,Scotland,Wales,Scotland,Wales,0,2,British Home Championship,minor_tournament,5,0.2,False,True,Edinburgh,Scotland,False
1906-03-17,Northern Ireland,Scotland,Northern Ireland,Scotland,0,1,British Home Championship,minor_tournament,5,0.2,False,True,Dublin,Ireland,False
1906-03-19,Wales,England,Wales,England,0,1,British Home Championship,minor_tournament,5,0.2,False,True,Cardiff,Wales,False
1906-03-29,Jersey,Guernsey,Jersey,Guernsey,1,2,Muratti Vase,minor_tournament,5,0.2,False,True,Jersey,Jersey,False
1906-04-01,Hungary,Czechoslovakia,Hungary,Czechoslovakia,1,1,Friendly,friendly,5,0.2,False,True,Budapest,Hungary,False
1906-04-02,Wales,Northern Ireland,Wales,Northern Ireland,4,4,British Home Championship,minor_tournament,5,0.2,False,True,Wrexham,Wales,False
1906-04-02,Guernsey,Alderney,Guernsey,Alderney,1,0,Muratti Vase,minor_tournament,5,0.2,False,True,Guernsey,Guernsey,False
1906-04-07,Scotland,England,Scotland,England,2,1,British Home Championship,minor_tournament,5,0.2,False,True,Glasgow,Scotland,False
1906-04-22,France,Belgium,France,Belgium,0,5,Friendly,friendly,5,0.2,False,True,Saint-Cloud,France,False
1906-04-29,Belgium,Netherlands,Belgium,Netherlands,5,0,Friendly,friendly,5,0.2,False,True,Antwerp,Belgium,False
1906-05-13,Netherlands,Belgium,Netherlands,Belgium,2,3,Friendly,friendly,5,0.2,False,True,Rotterdam,Netherlands,False
1906-07-09,Argentina,South Africa,Argentina,South Africa,0,1,Friendly,friendly,5,0.2,False,True,Buenos Aires,Argentina,False
1906-08-15,Uruguay,Argentina,Uruguay,Argentina,0,2,Copa Lipton,minor_tournament,5,0.2,False,True,Montevideo,Uruguay,False
1906-10-07,Czechoslovakia,Hungary,Czechoslovakia,Hungary,4,4,Friendly,friendly,5,0.2,False,True,Prague,Bohemia,False
1906-10-21,Argentina,Uruguay,Argentina,Uruguay,2,1,Copa Newton,minor_tournament,5,0.2,False,True,Buenos Aires,Argentina,False
1906-11-04,Hungary,Austria,Hungary,Austria,3,1,Friendly,friendly,5,0.2,False,True,Budapest,Hungary,False
1907-02-16,England,Northern Ireland,England,Northern Ireland,1,0,British Home Championship,minor_tournament,5,0.2,False,True,Liverpool,England,False
1907-02-23,Northern Ireland,Wales,Northern Ireland,Wales,2,3,British Home Championship,minor_tournament,5,0.2,False,True,Belfast,Ireland,False
1907-03-04,Wales,Scotland,Wales,Scotland,1,0,British Home Championship,minor_tournament,5,0.2,False,True,Wrexham,Wales,False
1907-03-16,Scotland,Northern Ireland,Scotland,Northern Ireland,3,0,British Home Championship,minor_tournament,5,0.2,False,True,Glasgow,Scotland,False
1907-03-18,England,Wales,England,Wales,1,1,British Home Championship,minor_tournament,5,0.2,False,True,London,England,False
1907-03-21,Alderney,Jersey,Alderney,Jersey,1,2,Muratti Vase,minor_tournament,5,0.2,False,True,Guernsey,Guernsey,True
1907-04-04,Jersey,Guernsey,Jersey,Guernsey,2,3,Muratti Vase,minor_tournament,5,0.2,False,True,Jersey,Jersey,False
1907-04-06,England,Scotland,England,Scotland,1,1,British Home Championship,minor_tournament,5,0.2,False,True,Newcastle,England,False
1907-04-07,Hungary,Czechoslovakia,Hungary,Czechoslovakia,5,2,Friendly,friendly,5,0.2,False,True,Budapest,Hungary,False
1907-04-14,Belgium,Netherlands,Belgium,Netherlands,1,3,Friendly,friendly,5,0.2,False,True,Antwerp,Belgium,False
1907-04-21,Belgium,France,Belgium,France,1,2,Friendly,friendly,5,0.2,False,True,Brussels,Belgium,False
1907-05-05,Austria,Hungary,Austria,Hungary,3,1,Friendly,friendly,5,0.2,False,True,Vienna,Austria,False
1907-05-09,Netherlands,Belgium,Netherlands,Belgium,1,2,Friendly,friendly,5,0.2,False,True,Haarlem,Netherlands,False
1907-10-06,Czechoslovakia,Hungary,Czechoslovakia,Hungary,5,3,Friendly,friendly,5,0.2,False,True,Prague,Bohemia,False
1907-11-03,Hungary,Austria,Hungary,Austria,4,1,Friendly,friendly,5,0.2,False,True,Budapest,Hungary,False
1908-02-15,Northern Ireland,England,Northern Ireland,England,1,3,British Home Championship,minor_tournament,5,0.2,False,True,Belfast,Ireland,False
1908-03-07,Scotland,Wales,Scotland,Wales,2,1,British Home Championship,minor_tournament,5,0.2,False,True,Dundee,Scotland,False
1908-03-08,Switzerland,France,Switzerland,France,1,2,Friendly,friendly,5,0.2,False,True,Geneva,Switzerland,False
1908-03-14,Northern Ireland,Scotland,Northern Ireland,Scotland,0,5,British Home Championship,minor_tournament,5,0.2,False,True,Dublin,Ireland,False
1908-03-16,Wales,England,Wales,England,1,7,British Home Championship,minor_tournament,5,0.2,False,True,Wrexham,Wales,False
1908-03-29,Belgium,Netherlands,Belgium,Netherlands,1,4,Friendly,friendly,5,0.2,False,True,Antwerp,Belgium,False
1908-04-02,Guernsey,Alderney,Guernsey,Alderney,3,0,Muratti Vase,minor_tournament,5,0.2,False,True,Jersey,Jersey,True
1908-04-04,Scotland,England,Scotland,England,1,1,British Home Championship,minor_tournament,5,0.2,False,True,Glasgow,Scotland,False
1908-04-05,Hungary,Czechoslovakia,Hungary,Czechoslovakia,5,2,Friendly,friendly,5,0.2,False,True,Budapest,Hungary,False
1908-04-05,Switzerland,Germany,Switzerland,Germany,5,3,Friendly,friendly,5,0.2,False,True,Basel,Switzerland,False
1908-04-09,Guernsey,Jersey,Guernsey,Jersey,0,4,Muratti Vase,minor_tournament,5,0.2,False,True,Guernsey,Guernsey,False
1908-04-11,Wales,Northern Ireland,Wales,Northern Ireland,0,1,British Home Championship,minor_tournament,5,0.2,False,True,Aberdare,Wales,False
1908-04-12,France,Belgium,France,Belgium,1,2,Friendly,friendly,5,0.2,False,True,Colombes,France,False
1908-04-26,Netherlands,Belgium,Netherlands,Belgium,3,1,Friendly,friendly,5,0.2,False,True,Rotterdam,Netherlands,False
1908-05-03,Austria,Hungary,Austria,Hungary,4,0,Friendly,friendly,5,0.2,False,True,Vienna,Austria,False
1908-05-10,Netherlands,France,Netherlands,France,4,1,Friendly,friendly,5,0.2,False,True,Rotterdam,Netherlands,False
1908-06-06,Austria,England,Austria,England,1,6,Friendly,friendly,5,0.2,False,True,Vienna,Austria,False
1908-06-07,Austria,Germany,Austria,Germany,3,2,Friendly,friendly,5,0.2,False,True,Vienna,Austria,False
1908-06-08,Austria,England,Austria,England,1,11,Friendly,friendly,5,0.2,False,True,Vienna,Austria,False
1908-06-10,Hungary,England,Hungary,England,0,7,Friendly,friendly,5,0.2,False,True,Budapest,Hungary,False
1908-06-13,Czechoslovakia,England,Czechoslovakia,England,0,4,Friendly,friendly,5,0.2,False,True,Prague,Bohemia,False
1908-07-12,Sweden,Norway,Sweden,Norway,11,3,Friendly,friendly,5,0.2,False,True,Gothenburg,Sweden,False
1908-08-15,Uruguay,Argentina,Uruguay,Argentina,2,2,Copa Lipton,minor_tournament,5,0.2,False,True,Montevideo,Uruguay,False
1908-09-13,Argentina,Uruguay,Argentina,Uruguay,2,1,Copa Newton,minor_tournament,5,0.2,False,True,Buenos Aires,Argentina,False
1908-10-04,Argentina,Uruguay,Argentina,Uruguay,0,1,Copa Premio Honor Argentino,minor_tournament,5,0.2,False,True,Buenos Aires,Argentina,False
1908-10-22,France,Denmark,France,Denmark,1,17,Olympic Games,minor_tournament,5,0.2,False,True,London,England,True
1908-10-23,Netherlands,Sweden,Netherlands,Sweden,2,0,Olympic Games,minor_tournament,5,0.2,False,True,London,England,True
1908-10-25,Netherlands,Sweden,Netherlands,Sweden,5,3,Friendly,friendly,5,0.2,False,True,The Hague,Netherlands,False
1908-10-26,Belgium,Sweden,Belgium,Sweden,2,1,Friendly,friendly,5,0.2,False,True,Brussels,Belgium,False
1908-11-01,Hungary,Austria,Hungary,Austria,5,3,Friendly,friendly,5,0.2,False,True,Budapest,Hungary,False
1909-02-13,England,Northern Ireland,England,Northern Ireland,4,0,British Home Championship,minor_tournament,5,0.2,False,True,Bradford,England,False
1909-03-01,Wales,Scotland,Wales,Scotland,3,2,British Home Championship,minor_tournament,5,0.2,False,True,Wrexham,Wales,False
1909-03-15,England,Wales,England,Wales,2,0,British Home Championship,minor_tournament,5,0.2,False,True,Nottingham,England,False
1909-03-15,Scotland,Northern Ireland,Scotland,Northern Ireland,5,0,British Home Championship,minor_tournament,5,0.2,False,True,Glasgow,Scotland,False
1909-03-18,Guernsey,Jersey,Guernsey,Jersey,3,0,Muratti Vase,minor_tournament,5,0.2,False,True,Guernsey,Guernsey,False
1909-03-20,Northern Ireland,Wales,Northern Ireland,Wales,2,3,British Home Championship,minor_tournament,5,0.2,False,True,Belfast,Ireland,False
1909-03-21,Belgium,Netherlands,Belgium,Netherlands,1,4,Friendly,friendly,5,0.2,False,True,Antwerp,Belgium,False
1909-03-25,Guernsey,Alderney,Guernsey,Alderney,2,0,Muratti Vase,minor_tournament,5,0.2,False,True,Jersey,Jersey,True
1909-04-03,England,Scotland,England,Scotland,2,0,British Home Championship,minor_tournament,5,0.2,False,True,London,England,False
1909-04-04,Germany,Switzerland,Germany,Switzerland,1,0,Friendly,friendly,5,0.2,False,True,Karlsruhe,Germany,False
1909-04-04,Hungary,Germany,Hungary,Germany,3,3,Friendly,friendly,5,0.2,False,True,Budapest,Hungary,False
1909-04-25,Netherlands,Belgium,Netherlands,Belgium,4,1,Friendly,friendly,5,0.2,False,True,Rotterdam,Netherlands,False
1909-05-02,Austria,Hungary,Austria,Hungary,3,4,Friendly,friendly,5,0.2,False,True,Vienna,Austria,False
1909-05-09,Belgium,France,Belgium,France,5,2,Friendly,friendly,5,0.2,False,True,Brussels,Belgium,False
1909-05-29,Hungary,England,Hungary,England,2,4,Friendly,friendly,5,0.2,False,True,Budapest,Hungary,False
1909-05-30,Hungary,Austria,Hungary,Austria,1,1,Friendly,friendly,5,0.2,False,True,Budapest,Hungary,False
1909-05-31,Hungary,England,Hungary,England,2,8,Friendly,friendly,5,0.2,False,True,Budapest,Hungary,False
1909-06-01,Austria,England,Austria,England,1,8,Friendly,friendly,5,0.2,False,True,Vienna,Austria,False
1909-08-15,Argentina,Uruguay,Argentina,Uruguay,2,1,Copa Lipton,minor_tournament,5,0.2,False,True,Buenos Aires,Argentina,False
1909-09-19,Uruguay,Argentina,Uruguay,Argentina,2,2,Copa Newton,minor_tournament,5,0.2,False,True,Montevideo,Uruguay,False
1909-10-10,Argentina,Uruguay,Argentina,Uruguay,3,1,Copa Premio Honor Argentino,minor_tournament,5,0.2,False,True,Buenos Aires,Argentina,False
1909-11-07,Hungary,Austria,Hungary,Austria,2,2,Friendly,friendly,5,0.2,False,True,Budapest,Hungary,False
1910-02-12,Northern Ireland,England,Northern Ireland,England,1,1,British Home Championship,minor_tournament,5,0.2,False,True,Belfast,Ireland,False
1910-03-05,Scotland,Wales,Scotland,Wales,1,0,British Home Championship,minor_tournament,5,0.2,False,True,Kilmarnock,Scotland,False
1910-03-13,Belgium,Netherlands,Belgium,Netherlands,3,2,Friendly,friendly,5,0.2,False,True,Antwerp,Belgium,False
1910-03-14,Wales,England,Wales,England,0,1,British Home Championship,minor_tournament,5,0.2,False,True,Cardiff,Wales,False
1910-03-19,Northern Ireland,Scotland,Northern Ireland,Scotland,1,0,British Home Championship,minor_tournament,5,0.2,False,True,Belfast,Ireland,False
1910-04-02,Scotland,England,Scotland,England,2,0,British Home Championship,minor_tournament,5,0.2,False,True,Glasgow,Scotland,False
1910-04-03,France,Belgium,France,Belgium,0,4,Friendly,friendly,5,0.2,False,True,Gentilly,France,False
1910-04-03,Switzerland,Germany,Switzerland,Germany,2,3,Friendly,friendly,5,0.2,False,True,Basel,Switzerland,False
1910-04-07,Jersey,Alderney,Jersey,Alderney,7,1,Muratti Vase,minor_tournament,5,0.2,False,True,Jersey,Jersey,False
1910-04-10,Netherlands,Belgium,Netherlands,Belgium,7,0,Friendly,friendly,5,0.2,False,True,Haarlem,Netherlands,False
1910-04-11,Wales,Northern Ireland,Wales,Northern Ireland,4,1,British Home Championship,minor_tournament,5,0.2,False,True,Wrexham,Wales,False
1910-04-21,Guernsey,Jersey,Guernsey,Jersey,2,3,Muratti Vase,minor_tournament,5,0.2,False,True,Guernsey,Guernsey,False
1910-04-24,Netherlands,Germany,Netherlands,Germany,4,2,Friendly,friendly,5,0.2,False,True,Arnhem,Netherlands,False
1910-05-01,Austria,Hungary,Austria,Hungary,2,1,Friendly,friendly,5,0.2,False,True,Vienna,Austria,False
1910-05-15,Italy,France,Italy,France,6,2,Friendly,friendly,5,0.2,False,True,Milan,Italy,False
1910-05-16,Germany,Belgium,Germany,Belgium,0,3,Friendly,friendly,5,0.2,False,True,Duisburg,Germany,False
1910-05-26,Hungary,Italy,Hungary,Italy,6,1,Friendly,friendly,5,0.2,False,True,Budapest,Hungary,False
1910-05-27,Argentina,Chile,Argentina,Chile,3,1,Friendly,friendly,5,0.2,False,True,Buenos Aires,Argentina,False
1910-05-29,Chile,Uruguay,Chile,Uruguay,0,3,Friendly,friendly,5,0.2,False,True,Buenos Aires,Argentina,True
1910-06-05,Argentina,Chile,Argentina,Chile,5,1,Friendly,friendly,5,0.2,False,True,Buenos Aires,Argentina,False
1910-06-12,Argentina,Uruguay,Argentina,Uruguay,4,1,Friendly,friendly,5,0.2,False,True,Buenos Aires,Argentina,False
1910-08-15,Uruguay,Argentina,Uruguay,Argentina,3,1,Copa Lipton,minor_tournament,5,0.2,False,True,Montevideo,Uruguay,False
1910-09-11,Norway,Sweden,Norway,Sweden,0,4,Friendly,friendly,5,0.2,False,True,Kristiania,Norway,False
1910-09-11,Chile,Argentina,Chile,Argentina,0,3,Friendly,friendly,5,0.2,False,True,Viña del Mar,Chile,False
1910-10-16,Germany,Netherlands,Germany,Netherlands,1,2,Friendly,friendly,5,0.2,False,True,Kleve,Germany,False
1910-10-16,Russia,Czechoslovakia,Russia,Czechoslovakia,5,4,Friendly,friendly,5,0.2,False,True,Saint Petersburg,Russia,False
1910-10-23,Russia,Czechoslovakia,Russia,Czechoslovakia,1,0,Friendly,friendly,5,0.2,False,True,Moscow,Russia,False
1910-11-06,Hungary,Austria,Hungary,Austria,3,0,Friendly,friendly,5,0.2,False,True,Budapest,Hungary,False
1910-11-13,Argentina,Uruguay,Argentina,Uruguay,1,1,Copa Premio Honor Argentino,minor_tournament,5,0.2,False,True,Buenos Aires,Argentina,False
1910-11-27,Argentina,Uruguay,Argentina,Uruguay,2,6,Copa Premio Honor Argentino,minor_tournament,5,0.2,False,True,Buenos Aires,Argentina,False
1911-01-01,France,Hungary,France,Hungary,0,3,Friendly,friendly,5,0.2,False,True,Maisons-Alfort,France,False
1911-01-06,Italy,Hungary,Italy,Hungary,0,1,Friendly,friendly,5,0.2,False,True,Milan,Italy,False
1911-01-08,Switzerland,Hungary,Switzerland,Hungary,2,0,Friendly,friendly,5,0.2,False,True,Zürich,Switzerland,False
1911-01-28,Northern Ireland,Wales,Northern Ireland,Wales,1,2,British Home Championship,minor_tournament,5,0.2,False,True,Belfast,Ireland,False
1911-02-11,England,Northern Ireland,England,Northern Ireland,2,1,British Home Championship,minor_tournament,5,0.2,False,True,Derby,England,False
1911-03-06,Wales,Scotland,Wales,Scotland,2,2,British Home Championship,minor_tournament,5,0.2,False,True,Cardiff,Wales,False
1911-03-13,England,Wales,England,Wales,3,0,British Home Championship,minor_tournament,5,0.2,False,True,London,England,False
1911-03-18,Scotland,Northern Ireland,Scotland,Northern Ireland,2,0,British Home Championship,minor_tournament,5,0.2,False,True,Glasgow,Scotland,False
1911-03-19,Belgium,Netherlands,Belgium,Netherlands,1,5,Friendly,friendly,5,0.2,False,True,Antwerp,Belgium,False
1911-03-26,Germany,Switzerland,Germany,Switzerland,6,2,Friendly,friendly,5,0.2,False,True,Stuttgart,Germany,False
1911-04-01,England,Scotland,England,Scotland,1,1,British Home Championship,minor_tournament,5,0.2,False,True,Liverpool,England,False
1911-04-02,Netherlands,Belgium,Netherlands,Belgium,3,1,Friendly,friendly,5,0.2,False,True,Dordrecht,Netherlands,False
1911-04-09,France,Italy,France,Italy,2,2,Friendly,friendly,5,0.2,False,True,Saint-Ouen,France,False
1911-04-20,Guernsey,Alderney,Guernsey,Alderney,2,1,Muratti Vase,minor_tournament,5,0.2,False,True,Guernsey,Guernsey,False
1911-04-23,Belgium,Germany,Belgium,Germany,2,1,Friendly,friendly,5,0.2,False,True,Liège,Belgium,False
1911-04-23,Switzerland,France,Switzerland,France,5,2,Friendly,friendly,5,0.2,False,True,Geneva,Switzerland,False
1911-04-27,Jersey,Guernsey,Jersey,Guernsey,4,1,Muratti Vase,minor_tournament,5,0.2,False,True,Jersey,Jersey,False
1911-04-30,Belgium,France,Belgium,France,7,1,Friendly,friendly,5,0.2,False,True,Uccle,Belgium,False
1911-05-07,Austria,Hungary,Austria,Hungary,3,1,Friendly,friendly,5,0.2,False,True,Vienna,Austria,False
1911-05-07,Italy,Switzerland,Italy,Switzerland,2,2,Friendly,friendly,5,0.2,False,True,Milan,Italy,False
1911-05-21,Switzerland,Italy,Switzerland,Italy,3,0,Friendly,friendly,5,0.2,False,True,La Chaux-de-Fonds,Switzerland,False
1911-06-18,Sweden,Germany,Sweden,Germany,2,4,Friendly,friendly,5,0.2,False,True,Solna,Sweden,False
1911-08-15,Argentina,Uruguay,Argentina,Uruguay,0,2,Copa Lipton,minor_tournament,5,0.2,False,True,Buenos Aires,Argentina,False
1911-09-17,Sweden,Norway,Sweden,Norway,4,1,Friendly,friendly,5,0.2,False,True,Solna,Sweden,False
1911-09-17,Uruguay,Argentina,Uruguay,Argentina,2,3,Copa Newton,minor_tournament,5,0.2,False,True,Montevideo,Uruguay,False
1911-10-08,Uruguay,Argentina,Uruguay,Argentina,1,1,Copa Premio Honor Uruguayo,minor_tournament,5,0.2,False,True,Montevideo,Uruguay,False
1911-10-09,Germany,Austria,Germany,Austria,1,2,Friendly,friendly,5,0.2,False,True,Dresden,Germany,False
1911-10-22,Finland,Sweden,Finland,Sweden,2,5,Friendly,friendly,5,0.2,False,True,Helsinki,Finland,False
1911-10-22,Argentina,Uruguay,Argentina,Uruguay,2,0,Copa Premio Honor Argentino,minor_tournament,5,0.2,False,True,Buenos Aires,Argentina,False
1911-10-29,Germany,Sweden,Germany,Sweden,1,3,Friendly,friendly,5,0.2,False,True,Hamburg,Germany,False
1911-10-29,Hungary,Switzerland,Hungary,Switzerland,9,0,Friendly,friendly,5,0.2,False,True,Budapest,Hungary,False
1911-10-29,Luxembourg,France,Luxembourg,France,1,4,Friendly,friendly,5,0.2,False,True,Luxembourg,Luxembourg,False
1911-10-29,Uruguay,Argentina,Uruguay,Argentina,3,0,Copa Premio Honor Uruguayo,minor_tournament,5,0.2,False,True,Montevideo,Uruguay,False
1911-11-05,Hungary,Austria,Hungary,Austria,2,0,Friendly,friendly,5,0.2,False,True,Budapest,Hungary,False
1911-12-17,Germany,Hungary,Germany,Hungary,1,4,Friendly,friendly,5,0.2,False,True,Munich,Germany,False
1912-01-28,France,Belgium,France,Belgium,1,1,Friendly,friendly,5,0.2,False,True,Saint-Ouen,France,False
1912-02-10,Northern Ireland,England,Northern Ireland,England,1,6,British Home Championship,minor_tournament,5,0.2,False,True,Dublin,Ireland,False
1912-02-10,France,Catalonia,France,Catalonia,7,0,Friendly,friendly,5,0.2,False,True,Paris,France,False
1912-02-18,France,Switzerland,France,Switzerland,4,1,Friendly,friendly,5,0.2,False,True,Saint-Ouen,France,False
1912-02-20,Belgium,Switzerland,Belgium,Switzerland,9,2,Friendly,friendly,5,0.2,False,True,Antwerp,Belgium,False
1912-03-02,Scotland,Wales,Scotland,Wales,1,0,British Home Championship,minor_tournament,5,0.2,False,True,Edinburgh,Scotland,False
1912-03-10,Belgium,Netherlands,Belgium,Netherlands,1,2,Friendly,friendly,5,0.2,False,True,Antwerp,Belgium,False
1912-03-11,Wales,England,Wales,England,0,2,British Home Championship,minor_tournament,5,0.2,False,True,Wrexham,Wales,False
1912-03-16,Northern Ireland,Scotland,Northern Ireland,Scotland,1,4,British Home Championship,minor_tournament,5,0.2,False,True,Belfast,Ireland,False
1912-03-17,Italy,France,Italy,France,3,4,Friendly,friendly,5,0.2,False,True,Turin,Italy,False
1912-03-23,Scotland,England,Scotland,England,1,1,British Home Championship,minor_tournament,5,0.2,False,True,Glasgow,Scotland,False
1912-03-24,Netherlands,Germany,Netherlands,Germany,5,5,Friendly,friendly,5,0.2,False,True,Zwolle,Netherlands,False
1912-04-13,Wales,Northern Ireland,Wales,Northern Ireland,2,3,British Home Championship,minor_tournament,5,0.2,False,True,Cardiff,Wales,False
